"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","4019","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","2.304224","0","3"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","1","1","5.844744","0","18"
"/Engine/VREditor/Devices/Generic/GenericHMDMaterial.GenericHMDMaterial","0","12","1","1","51.521412","0","64"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","2","2","1","1.960502","0","3"
"/OpenXR/Devices/M_XRController.M_XRController","0","36","6","3","192.266846","48","495"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","45","24","6","46.202568","3","196"
"/Game/Materials/Landscape/LandscapeMaterial.LandscapeMaterial","0","156","17","5","426.183380","204","2928"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","16","1","1","63.306332","0","84"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","3","3","1","3.992541","0","5"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","3","3","1","3.625602","0","5"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","1","1","6.283799","0","16"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","2.051316","0","2"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","5","2","1","4.033864","0","13"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","3","1","6.639311","0","30"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","4","1","48.202915","0","39"
"/Engine/VREditor/TransformGizmo/Main.Main","0","3","3","1","3.026059","0","4"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","3","3","1","3.090251","0","3"
"/Game/Materials/ProceduralBiome/MasterMaterials/M_Vegetation.M_Vegetation","0","160","15","2","1045.786743","320","7140"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","31","6","1","18.289078","0","170"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","5","1","10.750126","0","35"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","3","3","1","3.208982","0","5"
"/Game/Materials/ProceduralBiome/MasterMaterials/M_GroundProps.M_GroundProps","0","360","18","3","2295.838623","600","17197"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","2","2","1","3.158249","0","3"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","5","1","134.698608","0","127"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","0","15","1","1","20.562147","0","49"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","1","1","298.357666","0","562"
"/Game/Materials/M_Mannequin.M_Mannequin","0","78","21","3","280.970947","0","690"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","33","5","1","156.698547","0","157"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","33","3","1","159.386581","0","194"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","24","1","1","119.253365","0","134"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","5","5","1","4.976192","0","8"
"/Game/RockAssets/Limestone/Limestone3/material3.material3","0","2","2","1","2.001187","0","2"
"/Interchange/gltf/M_Opaque.M_Opaque","0","216","40","8","725.211548","0","1989"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","33","5","1","188.284714","0","229"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","50","14","3","77.703934","0","459"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","8","2","1","7.871081","0","29"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","2.329726","0","2"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","4","4","1","6.302226","0","5"
"/ControlRig/M_Manip.M_Manip","0","8","4","1","7.375357","0","23"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","4","4","1","4.816724","0","6"
"/Game/RockAssets/Limestone/Limestone3/material1.material1","0","2","2","1","3.238648","0","3"
"/Interchange/gltf/M_Translucent.M_Translucent","0","152","12","8","1159.423096","0","921"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","51","6","1","440.344482","0","448"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","22","6","1","16.358694","0","130"
"/Game/RockAssets/Shale/Shale_3/Material_0_Shale_3.Material_0_Shale_3","0","2","2","1","2.358210","0","2"
"/Interchange/gltf/M_Sheen.M_Sheen","0","108","24","4","349.515717","0","727"
"/Game/RockAssets/Limestone/Limestone3/Material_0L.Material_0L","0","2","2","1","2.763092","0","3"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","24","8","2","148.376450","0","75"
"/Interchange/gltf/M_Transmission.M_Transmission","0","84","5","4","483.822723","0","548"
"/Interchange/gltf/M_Unlit.M_Unlit","0","30","12","2","27.194710","0","152"
"/Game/RockAssets/Granite/Granite2/Material_Granite_2.Material_Granite_2","0","2","2","1","2.639114","0","3"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","111","6","1","287.424377","0","1310"
"/Game/RockAssets/Limestone/Limestone3/material2.material2","0","2","2","1","2.389733","0","3"
"/Game/RockAssets/Basalt/Basalt3/Material_Basalt_3.Material_Basalt_3","0","2","2","1","2.591992","0","2"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","0","15","5","1","15.340684","0","55"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","12","4","1","62.583645","0","39"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","12","3","1","58.336422","0","44"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","0","42","12","2","107.603546","0","220"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","12","4","1","62.207748","0","40"
"/Game/RockAssets/Gneiss/Gneiss3/Material_Gneiss_3.Material_Gneiss_3","0","2","2","1","2.587489","0","2"
"/Game/RockAssets/Gneiss/Gneiss2/Material_Gneiss_3.Material_Gneiss_3","0","2","2","1","0.000000","0","2"
"/Game/RockAssets/Shale/Shale_4/Material_2_Shale_4.Material_2_Shale_4","0","2","2","1","2.936513","0","2"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","12","3","1","73.056656","0","39"
"/Game/RockAssets/Gneiss/Gneiss2/Material_Gneiss_1.Material_Gneiss_1","0","2","2","1","2.712787","0","2"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","12","1","1","73.748810","0","52"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","0","9","4","1","15.555843","0","29"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","13","2","1","340.652344","0","63"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","18","1","1","141.939896","0","111"
"/Game/RockAssets/Shale/Shale_1/Material_Shale_1.Material_Shale_1","0","2","2","1","4.056614","0","3"
"/Game/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","0","12","6","1","76.557938","0","54"
"/Game/Materials/ProceduralBiome/MasterMaterials/M_Billboard.M_Billboard","0","160","17","2","765.107422","0","1934"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","123","6","1","885.328186","0","1698"
"/Game/RockAssets/Shale/Shale_2/Material_Shale_2.Material_Shale_2","0","2","2","1","3.824721","0","2"
"/Game/RockAssets/Shale/Shale_4/Material_1_Shale_4.Material_1_Shale_4","0","2","2","1","4.517355","0","2"
"/Game/RockAssets/Shale/Shale_3/Material_1_Shale_3.Material_1_Shale_3","0","2","2","1","5.286153","0","3"
"/Game/RockAssets/Granite/Granite1/Material_Granite_1.Material_Granite_1","0","2","2","1","4.239875","0","2"
"/Game/RockAssets/Gneiss/Gneiss2/Material_Gneiss_4.Material_Gneiss_4","0","2","2","1","2.565897","0","2"
"/Game/RockAssets/Shale/Shale_3/Mateiral_3_Shale_3.Mateiral_3_Shale_3","0","2","2","1","2.670142","0","2"
"/Game/RockAssets/Granite/Granite4/Material_Granite_4.Material_Granite_4","0","2","2","1","2.533333","0","2"
"/Game/RockAssets/Gneiss/Gneiss_1/Material_Gneiss_1.Material_Gneiss_1","0","2","2","1","3.908441","0","3"
"/Game/RockAssets/Basalt/Basalt1/Material_Basalt_1.Material_Basalt_1","0","2","2","1","3.000134","0","2"
"/Game/RockAssets/Limestone/Limestone2/Material_Limestone_2.Material_Limestone_2","0","2","2","1","3.745543","0","3"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","54","2","1","276.728973","0","601"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","80","2","1","456.419495","0","1072"
"/Game/RockAssets/Gneiss/Gneiss2/Material_Gneiss_2.Material_Gneiss_2","0","2","2","1","3.754585","0","2"
"/Game/RockAssets/Shale/Shale_3/Material_2_Shale_3.Material_2_Shale_3","0","2","2","1","4.851565","0","3"
