"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","4026","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","2.595384","0","3"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","0","2","2","1","2.537766","0","3"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","2.678207","0","3"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","5","1","1","5.584507","0","19"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","3","1","1","4.790565","0","8"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","3","1","1","4.316023","0","8"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","1","1","6.928377","0","21"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","2","1","7.531398","0","24"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","3","1","1","4.702205","0","8"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","2","2","1","4.302346","0","3"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","8","2","1","12.297943","0","36"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","3","3","1","5.044657","0","5"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","3","1","1","5.133359","0","8"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","16","7","1","79.158470","0","84"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","45","21","6","85.477539","3","194"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","1","1","19.023380","0","72"
"/Engine/VREditor/TransformGizmo/Main.Main","0","3","1","1","5.855955","0","8"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","1","1","244.901779","0","235"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","31","1","1","26.464521","0","383"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","1","1","81.490448","0","79"
"/Game/Materials/Landscape/LandscapeMaterial.LandscapeMaterial","0","156","15","5","667.989929","204","2736"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","2","2","1","3.971869","0","2"
"/Game/Materials/CustomModelBaseMaterial.CustomModelBaseMaterial","0","2","2","1","4.111758","0","3"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","1","1","792.614502","0","1307"
"/Game/Materials/ProceduralBiome/MasterMaterials/M_Vegetation.M_Vegetation","0","160","9","2","2754.617188","320","9143"
"/Game/Materials/ProceduralBiome/MasterMaterials/M_GroundProps.M_GroundProps","0","360","16","3","5938.987793","600","19871"
"/Engine/VREditor/Devices/Generic/GenericHMDMaterial.GenericHMDMaterial","0","12","1","1","146.919434","0","41"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","0","15","4","1","35.240849","0","76"
"/Interchange/gltf/M_Opaque.M_Opaque","0","216","19","8","1653.070068","0","1650"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","33","6","1","419.856750","0","199"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","23","6","1","30.521557","0","123"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","27","9","1","193.121140","0","145"
"/Game/RockAssets/Granite/Granite1/Material_Granite_1.Material_Granite_1","0","2","2","1","4.518801","0","2"
"/Interchange/gltf/M_Translucent.M_Translucent","0","152","10","8","2681.423340","0","1034"
"/Game/Materials/M_Mannequin.M_Mannequin","0","78","11","3","837.250610","0","462"
"/Game/RockAssets/Shale/Shale_3/Material_1_Shale_3.Material_1_Shale_3","0","2","2","1","5.874938","0","2"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","3.035660","0","2"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","4","4","1","8.621472","0","6"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","13","1","1","807.655701","0","46"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","24","5","2","397.831604","0","92"
"/Interchange/gltf/M_Sheen.M_Sheen","0","108","24","4","1010.567444","0","960"
"/Game/RockAssets/Granite/Granite4/Material_Granite_4.Material_Granite_4","0","2","2","1","6.388878","0","3"
"/Interchange/gltf/M_Transmission.M_Transmission","0","84","7","4","1645.515625","0","512"
"/Interchange/gltf/M_Unlit.M_Unlit","0","30","6","2","74.715271","0","191"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","18","1","1","362.288757","0","144"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","12","2","1","219.891190","0","77"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","12","2","1","235.807236","0","48"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","0","42","4","2","369.848419","0","338"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","12","1","1","248.347870","0","51"
